id,label,chunk_id,page_start,page_end,type,font_size,text,bbox,hyperlink_target,items_raw,level,order,figure_id,figure_number,page,caption_text,file,saved_ext,width_px,height_px,value
chunk_ch0794,Chunk,ch0794,68.0,68.0,paragraph,12.0,customer_id Внутренний идентификатор клиента в Maxbot (аналог id в JSON). 12345,"(59.784000396728516, 534.6499633789062, 130.73001098632812, 548.5699462890625)",64,,,,,,,,,,,,
chunk_ch0795,Chunk,ch0795,68.0,68.0,paragraph,12.0,phone Телефон клиента в формате 7xxxxxxxxxx без + и 8. 79999999999,"(59.784000396728516, 575.9299926757812, 98.08799743652344, 589.8499755859375)",,,,,,,,,,,,,
chunk_ch0796,Chunk,ch0796,68.0,68.0,paragraph,12.0,"messengers_order Приоритет мессенджеров, аналогично формату JSON, но задается без кавычек и скобок telegram, vkontakte, facebook*, viber","(59.784000396728516, 617.2300415039062, 164.11000061035156, 631.1500244140625)",64,,,,,,,,,,,,
chunk_ch0797,Chunk,ch0797,68.0,68.0,paragraph,12.0,"failback_to_sms Логический признак: отправлять ли SMS клиенту, если он еще не подтвердил номер телефона ни в одном из мессенджеров. Аналогично формату JSON. false или true","(59.784000396728516, 676.0599975585938, 152.3300018310547, 689.97998046875)",64,,,,,,,,,,,,
chunk_ch0798,Chunk,ch0798,69.0,69.0,paragraph,12.0,69 Поле Описание Пример использования,"(305.3999938964844, 810.47998046875, 321.1199951171875, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch0799,Chunk,ch0799,69.0,69.0,reference,12.0,timezone Часовой пояс клиента (см.,"(59.784000396728516, 90.2599868774414, 113.69000244140625, 104.17998504638672)",,,,,,,,,,,,,
chunk_ch0800,Chunk,ch0800,69.0,69.0,paragraph,12.0,Приложение А,"(222.82000732421875, 107.80997467041016, 305.2120056152344, 121.72997283935547)",167,,,,,,,,,,,,
chunk_ch0801,Chunk,ch0801,69.0,69.0,paragraph,12.0,). Europe/Moscow,"(305.3999938964844, 107.80997467041016, 313.9200134277344, 121.72997283935547)",167,,,,,,,,,,,,
chunk_ch0802,Chunk,ch0802,69.0,69.0,paragraph,12.0,"macros_name:macros_type Произвольное количество столбцов, содержащих значения макросов для клиентов. В названии столбца задается и название макроса, и его тип. name:string","(59.784000396728516, 131.8099822998047, 432.5801086425781, 145.72998046875)",,,,,,,,,,,,,
chunk_ch0803,Chunk,ch0803,69.0,69.0,paragraph,12.0,price:decimal,"(435.2900085449219, 155.0900115966797, 512.469970703125, 169.010009765625)",,,,,,,,,,,,,
chunk_ch0804,Chunk,ch0804,69.0,69.0,paragraph,12.0,Пример CSV-файла:,"(56.66400146484375, 248.7100067138672, 175.8699951171875, 262.6300048828125)",,,,,,,,,,,,,
chunk_ch0805,Chunk,ch0805,69.0,69.0,caption,10.08,customer_id;phone;messengers_order;failback_to_sms;timezone;name:string,"(56.66400146484375, 278.0281982421875, 460.2989807128906, 289.4469299316406)",,,,,,,,,,,,,
chunk_ch0806,Chunk,ch0806,69.0,69.0,caption,10.08,";79999999999; viber, telegram, vkontakte, facebook*;true;Europe/Moscow;Sergey","(56.66400146484375, 296.0281982421875, 493.9189758300781, 307.4469299316406)",,,,,,,,,,,,,
chunk_ch0807,Chunk,ch0807,69.0,69.0,caption,10.08,96555;;;true;Europe/Moscow;Max.Expert,"(56.66400146484375, 314.0281982421875, 269.9089660644531, 325.4469299316406)",,,,,,,,,,,,,
chunk_ch0808,Chunk,ch0808,69.0,69.0,paragraph,12.0,"В приведенном примере задано два получателя рассылки. Первый задан по номеру телефона и приоритету мессенджеров (phone + messengers_order), второй — по идентификатору в Maxbot (customer_id).","(56.66400146484375, 332.0199890136719, 570.0338745117188, 345.94000244140625)",,,,,,,,,,,,,
chunk_ch0809,Chunk,ch0809,69.0,69.0,paragraph,18.0,Экспорт ошибок при загрузке фиксированной аудитории в рассылку,"(56.66400146484375, 396.4019775390625, 571.10791015625, 418.865966796875)",,,,,,,,,,,,,
chunk_ch0810,Chunk,ch0810,69.0,69.0,reference,12.0,"При загрузке фиксированной аудитории в рассылку могут возникнуть различные ошибки. Например, может быть указан неверный идентификатор клиента или один клиент может быть указан несколько раз (см. Рисунок 90). При помощи можно раскрыть данные о клиентах, при загрузке которых произошла та или иная ошибка. Но если аудитория рассылки велика, то удобнее скачать CSV-файл с данными клиентов, при загрузке которых произошла ошибка.","(56.66400146484375, 458.53997802734375, 570.02197265625, 472.4599914550781)",68,,,,,,,,,,,,
chunk_ch0811,Chunk,ch0811,69.0,69.0,reference,11.04,Рисунок 90 — Пример загрузки данных аудитории рассылки с ошибками,"(121.48999786376953, 786.4031982421875, 504.7900085449219, 799.2095947265625)",,,,,,,,,,,,,
chunk_ch0812,Chunk,ch0812,70.0,70.0,reference,12.0,70 При нажатии на кнопку «Скачать CSV с ошибками в аудитории» будет загружен файл с идентификаторами «проблемных» клиентов (см. Рисунок 91):,"(305.1600036621094, 810.47998046875, 321.6000061035156, 824.3999633789062)",69,,,,,,,,,,,,
chunk_ch0813,Chunk,ch0813,70.0,70.0,reference,11.04,"Рисунок 91 — Файл с идентификаторами клиентов, при загрузке которых произошла ошибка","(69.38400268554688, 221.273193359375, 556.9000244140625, 234.07958984375)",,,,,,,,,,,,,
chunk_ch0814,Chunk,ch0814,70.0,70.0,reference,12.0,"При загрузке аудитории рассылки также выполняется проверка значений макросов, заданных для клиентов. Например, на рисунке ниже импортируется файл, где для макроса с типом boolean (логический) заданы ошибочные значения (см. Рисунок 92).","(56.66400146484375, 244.15000915527344, 569.4960327148438, 258.07000732421875)",69,,,,,,,,,,,,
chunk_ch0815,Chunk,ch0815,70.0,70.0,reference,11.04,Рисунок 92 — Файл с ошибочными значениями макросов клиентов,"(138.77000427246094, 390.76318359375, 487.510009765625, 403.569580078125)",,,,,,,,,,,,,
chunk_ch0816,Chunk,ch0816,70.0,70.0,reference,12.0,При импорте такого файла будет отображено окно с описанием количества найденных ошибок и указания типа ошибки (см. Рисунок 93).,"(56.66400146484375, 413.6399841308594, 569.5320434570312, 427.55999755859375)",69,,,,,,,,,,,,
chunk_ch0817,Chunk,ch0817,70.0,70.0,reference,11.04,Рисунок 93 — Пример загрузки данных аудитории рассылки с ошибками в макросах,"(90.76799774169922, 697.5831909179688, 535.780029296875, 710.3895874023438)",,,,,,,,,,,,,
chunk_ch0818,Chunk,ch0818,71.0,71.0,paragraph,12.0,71,"(306.8399963378906, 810.47998046875, 319.67999267578125, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch0819,Chunk,ch0819,71.0,71.0,paragraph,18.0,Экспорт статической аудитории рассылок,"(56.66400146484375, 42.54195785522461, 431.9360046386719, 65.0059585571289)",,,,,,,,,,,,,
chunk_ch0820,Chunk,ch0820,71.0,71.0,paragraph,12.0,"У рассылок со статической аудиторией (как обычных, так и начинающихся по событию) есть возможность скачать аудиторию. Эта функция может быть полезна для переноса аудитории в другую рассылку или для анализа успешности отправки рассылки.","(56.66400146484375, 76.57999420166016, 569.484130859375, 90.49999237060547)",,,,,,,,,,,,,
chunk_ch0821,Chunk,ch0821,71.0,71.0,reference,12.0,Для этого в разделе «Целевая аудитория» рассылки необходимо нажать на кнопку «Скачать» (см. Рисунок 94):,"(56.66400146484375, 134.9299774169922, 569.471923828125, 148.8499755859375)",70,,,,,,,,,,,,
chunk_ch0822,Chunk,ch0822,71.0,71.0,reference,11.04,Рисунок 94 — Переход к загрузке аудитории рассылки,"(168.30999755859375, 418.6031799316406, 457.9700012207031, 431.4095764160156)",,,,,,,,,,,,,
chunk_ch0823,Chunk,ch0823,71.0,71.0,reference,12.0,"После этого будет открыто окно (см. Рисунок 97), где можно задать опцию «Добавить информацию о статусе отправки для каждого клиента».","(56.66400146484375, 441.4999694824219, 569.8641357421875, 455.41998291015625)",72,,,,,,,,,,,,
chunk_ch0824,Chunk,ch0824,71.0,71.0,reference,11.04,Рисунок 95 — Загрузка аудитории рассылки,"(196.14999389648438, 602.273193359375, 430.3699951171875, 615.07958984375)",,,,,,,,,,,,,
chunk_ch0825,Chunk,ch0825,71.0,71.0,paragraph,12.0,"После нажатия на кнопку «Скачать» будет получен файл с аудиторией рассылки в формате CSV, поля которого идентичны","(56.66400146484375, 625.1500244140625, 569.7958984375, 639.0700073242188)",,,,,,,,,,,,,
chunk_ch0826,Chunk,ch0826,71.0,71.0,caption,6.96,8,"(284.760009765625, 642.98681640625, 288.5740966796875, 651.0604248046875)",,,,,,,,,,,,,
chunk_ch0827,Chunk,ch0827,71.0,71.0,paragraph,12.0,полям загружаемого файла в том же формате.,"(288.6000061035156, 642.4299926757812, 559.0599975585938, 656.3499755859375)",,,,,,,,,,,,,
chunk_ch0828,Chunk,ch0828,71.0,71.0,paragraph,12.0,"Если была установлена опция «Добавить информацию о статусе отправки для каждого клиента», то в файл будет добавлен столбец «send_status», содержащий один из статусов отправки рассылки для клиента. Возможные значения поля send_status описаны в документации к","(56.66400146484375, 665.9500122070312, 569.4478759765625, 679.8699951171875)",,,,,,,,,,,,,
chunk_ch0829,Chunk,ch0829,71.0,71.0,paragraph,12.0,API консоли маркетолога,"(155.8300018310547, 718.0599975585938, 306.7799987792969, 731.97998046875)",https://maxbotai.atlassian.net/wiki/spaces/API/pages/5570575/Marketer.#SendStatus,,,,,,,,,,,,
chunk_ch0830,Chunk,ch0830,71.0,71.0,paragraph,12.0,". Также это поле может быть пустым – это означает, что еще не совершалось попыток начать рассылку для этого клиента.","(306.8399963378906, 718.0599975585938, 570.0880126953125, 731.97998046875)",https://maxbotai.atlassian.net/wiki/spaces/API/pages/5570575/Marketer.#SendStatus,,,,,,,,,,,,
chunk_ch0831,Chunk,ch0831,71.0,71.0,caption,6.0,8,"(56.66400146484375, 776.3999633789062, 59.95199966430664, 783.3599853515625)",,,,,,,,,,,,,
chunk_ch0832,Chunk,ch0832,71.0,71.0,paragraph,10.08,"За исключением случая, когда макрос не используется в рассылке. В этом случае исходный тип макроса может быть потерян – в экспортируемом файле такие макросы всегда будут иметь тип string.","(60.02399826049805, 776.246337890625, 569.4619140625, 787.9391479492188)",,,,,,,,,,,,,
chunk_ch0833,Chunk,ch0833,72.0,72.0,paragraph,12.0,72,"(305.6400146484375, 810.47998046875, 320.8800048828125, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch0834,Chunk,ch0834,72.0,72.0,paragraph,22.08,"Запуск, перезапуск и остановка рассылок","(56.66400146484375, 42.42030334472656, 512.8021850585938, 69.97614288330078)",,,,,,,,,,,,,
chunk_ch0835,Chunk,ch0835,72.0,72.0,paragraph,18.0,Возможные состояния рассылки,"(56.66400146484375, 85.26199340820312, 341.906005859375, 107.72599029541016)",,,,,,,,,,,,,
chunk_ch0836,Chunk,ch0836,72.0,72.0,paragraph,12.0,Любая рассылка может находиться в одном из 4-й состояний:,"(56.66400146484375, 119.32999420166016, 414.5299987792969, 133.25)",,,,,,,,,,,,,
chunk_ch0837,Chunk,ch0837,72.0,72.0,list_block,12.0,"• «Не запущена» — состояние рассылки с момента создания и до первого запуска. В этом состоянии пользователь (маркетолог) разрабатывает сценарий рассылки, задает основные настройки и аудиторию.
• «Включена в активном режиме» — в это состояние рассылка переходит поле запуска. В зависимости от настроек условий начала рассылки она начнет выполняться либо сразу, либо при появлении события или тега у клиента, либо при получении ключевого слова от клиента в мессенджере.
• «Включена в пассивном режиме» — в этом состоянии выполняются сценарии рассылок, начавшиеся в активном режиме, но не запускаются новые.","(56.66400146484375, 143.0255126953125, 62.18353271484375, 157.7266845703125)",,"['• «Не запущена» — состояние рассылки с момента создания и до первого запуска. В этом состоянии пользователь (маркетолог) разрабатывает сценарий рассылки, задает основные настройки и аудиторию.', '• «Включена в активном режиме» — в это состояние рассылка переходит поле запуска. В зависимости от настроек условий начала рассылки она начнет выполняться либо сразу, либо при появлении события или тега у клиента, либо при получении ключевого слова от клиента в мессенджере.', '• «Включена в пассивном режиме» — в этом состоянии выполняются сценарии рассылок, начавшиеся в активном режиме, но не запускаются новые.']",,,,,,,,,,,
chunk_ch0840,Chunk,ch0840,72.0,72.0,paragraph,12.0,"Если рассылка для фиксированной аудитории началась не для всех клиентов, то продолжаться она будет только для тех, для кого началась, а для оставшихся она уже не начнется.","(74.42400360107422, 320.4999694824219, 569.5460815429688, 334.41998291015625)",,,,,,,,,,,,,
chunk_ch0841,Chunk,ch0841,72.0,72.0,paragraph,12.0,"Если рассылка настроена на начало по событию, при выставлении тега клиенту или при получении ключевого слова, то начавшиеся ранее (в активном режиме) сценарии будут продолжать выполняться. Но при появлении новых событий или выставлении тегов или получении ключевых слов рассылка начинаться не будет. Это состояние нужно для того, чтобы дать отработать рассылке для клиентов, для которых она уже началась, но не порождать новые запуски.","(74.42400360107422, 378.8399658203125, 570.0879516601562, 392.7599792480469)",,,,,,,,,,,,,
chunk_ch0842,Chunk,ch0842,72.0,72.0,list_block,12.0,"• «Отключена» — в этом состоянии рассылка не начинается для новых клиентов и не продолжается для тех, для кого она была начата ранее. Иными словами, клиенты не получают новые сообщения рассылки, а нажатия на кнопки в ранее полученных сообщениях не обрабатываются. Это состояние нужно для полного прекращения рассылки.","(56.66400146484375, 489.4355163574219, 62.18353271484375, 504.1366882324219)",,"['• «Отключена» — в этом состоянии рассылка не начинается для новых клиентов и не продолжается для тех, для кого она была начата ранее. Иными словами, клиенты не получают новые сообщения рассылки, а нажатия на кнопки в ранее полученных сообщениях не обрабатываются. Это состояние нужно для полного прекращения рассылки.']",,,,,,,,,,,
chunk_ch0843,Chunk,ch0843,72.0,72.0,reference,12.0,"Предполагается, что основные настройки рассылки маркетолог должен выполнять в состоянии «Не запущена», в котором допускается изменение любых опций. После запуска рассылки изменение некоторых настроек становится невозможным (см. таблицу 6).","(56.66400146484375, 583.1300048828125, 570.1000366210938, 597.0499877929688)",71,,,,,,,,,,,,
chunk_ch0844,Chunk,ch0844,72.0,72.0,reference,11.04,Таблица 6 — Возможности внесения изменений в рассылку в зависимости от ее состояния,"(56.66400146484375, 659.1531982421875, 531.4600219726562, 671.9595947265625)",,,,,,,,,,,,,
chunk_ch0845,Chunk,ch0845,72.0,72.0,paragraph,12.0,Состояние Иконка Изменение сценария Изменение условий начала Изменение аудитории Изменение расширенных настроек,"(93.16799926757812, 681.5800170898438, 158.11000061035156, 695.5)",,,,,,,,,,,,,
chunk_ch0846,Chunk,ch0846,72.0,72.0,paragraph,12.0,Не запущена + + + +,"(62.42399978637695, 737.2559814453125, 140.80999755859375, 751.1759643554688)",,,,,,,,,,,,,
chunk_ch0847,Chunk,ch0847,72.0,72.0,paragraph,12.0,Включена в активном режиме + — — +,"(62.42399978637695, 758.6400146484375, 187.75201416015625, 772.5599975585938)",,,,,,,,,,,,,
chunk_ch0848,Chunk,ch0848,73.0,73.0,paragraph,12.0,73 Состояние Иконка Изменение сценария Изменение условий начала Изменение аудитории Изменение расширенных настроек,"(305.6400146484375, 810.47998046875, 320.8800048828125, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch0849,Chunk,ch0849,73.0,73.0,paragraph,12.0,Включена в пассивном режиме + — — +,"(62.42399978637695, 104.6600112915039, 131.85601806640625, 118.58000946044922)",,,,,,,,,,,,,
chunk_ch0850,Chunk,ch0850,73.0,73.0,paragraph,12.0,Отключена + — — +,"(62.42399978637695, 139.24998474121094, 130.25, 153.16998291015625)",,,,,,,,,,,,,
chunk_ch0851,Chunk,ch0851,73.0,73.0,reference,12.0,"Например, если рассылка включена в активном или пассивном режимах, то изменение условий начала (см. Рисунок 96) или аудитории (см. Рисунок 97) будет невозможно.","(56.66400146484375, 187.00999450683594, 569.49609375, 200.92999267578125)",72,,,,,,,,,,,,
chunk_ch0852,Chunk,ch0852,73.0,73.0,reference,11.04,Рисунок 96 — Невозможно изменить условия начала для включенной в активном/пассивном режиме рассылки,"(71.06400299072266, 383.8031921386719, 555.121826171875, 396.6095886230469)",,,,,,,,,,,,,
chunk_ch0853,Chunk,ch0853,73.0,73.0,reference,11.04,Рисунок 97 — Невозможно изменить аудиторию для включенной в активном/пассивном режиме рассылки,"(62.183998107910156, 605.8731689453125, 564.2054443359375, 618.6795654296875)",,,,,,,,,,,,,
chunk_ch0854,Chunk,ch0854,73.0,73.0,paragraph,12.0,"Можно также заметить, что в состоянии «Отключена» можно изменять сценарий и настройки рассылки. Тем не менее, эти изменения не оказывают никакого воздействия на клиентов, которым эта рассылка была отправлена ранее, т. к. действие рассылки в состоянии «Отключена» полностью прекращено.","(56.66400146484375, 641.4700317382812, 570.0338745117188, 655.3900146484375)",,,,,,,,,,,,,
chunk_ch0855,Chunk,ch0855,73.0,73.0,paragraph,18.0,Запуск рассылки,"(56.66400146484375, 723.6219482421875, 210.3159942626953, 746.0859985351562)",,,,,,,,,,,,,
chunk_ch0856,Chunk,ch0856,73.0,73.0,paragraph,12.0,Для запуска рассылки необходимо вызвать меню нажатием на иконку (в списке рассылок или в окне просмотра рассылки).,"(56.66400146484375, 760.3200073242188, 487.75213623046875, 774.239990234375)",,,,,,,,,,,,,
chunk_ch0857,Chunk,ch0857,74.0,74.0,paragraph,12.0,74,"(305.3999938964844, 810.47998046875, 321.1199951171875, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch0858,Chunk,ch0858,74.0,74.0,reference,11.04,Рисунок 98 — Запуск рассылки,"(230.97999572753906, 119.01318359375, 395.3000183105469, 131.819580078125)",,,,,,,,,,,,,
chunk_ch0859,Chunk,ch0859,74.0,74.0,paragraph,12.0,"Для рассылок с фиксированной аудиторией (не по событию) возможен только один запуск рассылки. После того, как рассылка будет запущена и начнется для всех клиентов, она перейдет в пассивный режим. Начать ее заново (перевести в активный режим) нельзя: при попытке выполнить такую операцию бот увидит, что рассылка уже началась для всей аудитории, необработанных клиентов нет, и переведет ее опять в пассивный режим.","(56.66400146484375, 141.88999938964844, 569.6519775390625, 155.80999755859375)",,,,,,,,,,,,,
chunk_ch0860,Chunk,ch0860,74.0,74.0,paragraph,12.0,"Рассылки, начинающиеся по событию, по тегу или по ключевым словам, можно переводить в активный режим и из него во все состояния кроме «Не запущена» произвольное количество раз.","(56.66400146484375, 234.7899627685547, 570.0458984375, 248.7099609375)",,,,,,,,,,,,,
chunk_ch0861,Chunk,ch0861,74.0,74.0,paragraph,18.0,Запуск нескольких экземпляров одной рассылки для одного клиента,"(56.66400146484375, 299.1819763183594, 570.7079467773438, 321.6459655761719)",,,,,,,,,,,,,
chunk_ch0862,Chunk,ch0862,74.0,74.0,paragraph,12.0,"При старте более чем одного экземпляра одной рассылки для одного клиента работать в соответствии со сценарием рассылки будет только последний запущенный экземпляр. Все остальные (предыдущие) отключаются: при этом отключается работа кнопок, отключается отправка запланированных сообщений.","(56.66400146484375, 361.3199768066406, 569.4841918945312, 375.239990234375)",,,,,,,,,,,,,
chunk_ch0863,Chunk,ch0863,74.0,74.0,paragraph,12.0,"Иными словами, при повторных запусках рассылки одному и тому же клиенту работает только последний. Во всех предыдущих нажатия кнопок не обрабатываются, запланированные сообщения не отправляются.","(56.66400146484375, 436.9399719238281, 569.772216796875, 450.8599853515625)",,,,,,,,,,,,,
chunk_ch0864,Chunk,ch0864,74.0,74.0,reference,12.0,"Например, клиенту отправлена рассылка, изображенная ниже (см. Рисунок 99).","(56.66400146484375, 495.0199890136719, 515.3499755859375, 508.94000244140625)",73,,,,,,,,,,,,
chunk_ch0865,Chunk,ch0865,74.0,74.0,reference,11.04,Рисунок 99 — Пример рассылки,"(229.05999755859375, 772.003173828125, 397.46002197265625, 784.8095703125)",,,,,,,,,,,,,
chunk_ch0866,Chunk,ch0866,75.0,75.0,paragraph,12.0,"75 После запуска второго экземпляра этой же рассылки для клиента кнопка из первого «Подробнее» из первого запуска работать не будет, а отправка запланированного сообщения будет отменена.","(305.6400146484375, 810.47998046875, 320.8800048828125, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch0867,Chunk,ch0867,75.0,75.0,paragraph,18.0,Редактирование сценария рассылки без ее остановки,"(56.66400146484375, 106.89199829101562, 533.2659912109375, 129.35598754882812)",,,,,,,,,,,,,
chunk_ch0868,Chunk,ch0868,75.0,75.0,reference,12.0,"Изменение сценария запущенной рассылки возможно как в активном, так и в пассивном состоянии. При этом изменения применяются не сразу по результатам редактирования маркетологом, а только при нажатии на специальную кнопку в окне просмотра рассылки (см. Рисунок 100). Это сделано для того, чтобы промежуточные версии сценария не выполнялись для клиентов, т. к. его редактирование может занять продолжительное время.","(56.66400146484375, 140.9299774169922, 569.9418334960938, 154.8499755859375)",74,,,,,,,,,,,,
chunk_ch0869,Chunk,ch0869,75.0,75.0,reference,11.04,Рисунок 100 — Изменения сценария рассылки без ее остановки,"(144.77000427246094, 377.08319091796875, 481.510009765625, 389.88958740234375)",,,,,,,,,,,,,
chunk_ch0870,Chunk,ch0870,75.0,75.0,paragraph,12.0,"При изменении сценария следует помнить, что новый сценарий будет применен не только для новых запусков рассылки, но и для начатых ранее рассылок.","(56.66400146484375, 399.9599609375, 570.0338745117188, 413.8799743652344)",,,,,,,,,,,,,
chunk_ch0871,Chunk,ch0871,75.0,75.0,paragraph,18.0,Изменение условий начала и аудитории для запущенной рассылки,"(56.66400146484375, 446.8219909667969, 570.9839477539062, 469.2859802246094)",,,,,,,,,,,,,
chunk_ch0872,Chunk,ch0872,75.0,75.0,paragraph,12.0,"Если в запущенной рассылке заданы некорректная аудитория или нежелательные условия начала, то для исправления ситуации нужно выполнить следующие действия:","(56.66400146484375, 508.9399719238281, 569.508056640625, 522.8599853515625)",,,,,,,,,,,,,
chunk_ch0873,Chunk,ch0873,75.0,75.0,ordered_list_block,12.0,"1. Перевести рассылку в состояние «Отключена», нажав на иконку и выбрав в раскрывшемся меню пункт «Отключить».","(56.66400146484375, 552.4099731445312, 63.50400161743164, 566.3299560546875)",,"['1. Перевести рассылку в состояние «Отключена», нажав на иконку и выбрав в раскрывшемся меню пункт «Отключить».']",,,,,,,,,,,
chunk_ch0874,Chunk,ch0874,75.0,75.0,reference,11.04,Рисунок 101 — Отключение рассылки,"(215.6199951171875, 717.503173828125, 410.9300231933594, 730.3095703125)",,,,,,,,,,,,,
chunk_ch0875,Chunk,ch0875,75.0,75.0,ordered_list_block,12.0,"2. Перейти к списку рассылок.
3. В списке рассылок клонировать рассылку, нажав на иконку и выбрав в раскрывшемся меню пункт «Клонировать» (см. Рисунок 102).","(56.66400146484375, 740.3760375976562, 65.66400146484375, 754.2960205078125)",,"['2. Перейти к списку рассылок.', '3. В списке рассылок клонировать рассылку, нажав на иконку и выбрав в раскрывшемся меню пункт «Клонировать» (см. Рисунок 102).']",,,,,,,,,,,
chunk_ch0877,Chunk,ch0877,76.0,76.0,paragraph,12.0,76,"(305.6400146484375, 810.47998046875, 320.8800048828125, 824.3999633789062)",,,,,,,,,,,,,
chunk_ch0878,Chunk,ch0878,76.0,76.0,reference,11.04,Рисунок 102 — Клонирование рассылки,"(208.8699951171875, 170.1331787109375, 417.6500244140625, 182.9395751953125)",,,,,,,,,,,,,
chunk_ch0879,Chunk,ch0879,76.0,76.0,ordered_list_block,12.0,"4. Внести изменения в клонированной рассылке (сценарий, условия запуска, аудитория).
5. Запустить клонированную рассылку.","(56.66400146484375, 192.7899627685547, 66.38400268554688, 206.7099609375)",,"['4. Внести изменения в клонированной рассылке (сценарий, условия запуска, аудитория).', '5. Запустить клонированную рассылку.']",,,,,,,,,,,
chunk_ch0881,Chunk,ch0881,76.0,76.0,paragraph,12.0,Важно!,"(56.66400146484375, 243.6699676513672, 99.76799774169922, 257.5899658203125)",,,,,,,,,,,,,
chunk_ch0882,Chunk,ch0882,76.0,76.0,ordered_list_block,12.0,"1. При клонировании важно не забыть перевести в состояние «Отключена» исходную рассылку, чтобы клиенты не получили обе рассылки.
2. Необходимо внимательно следить за пересечением клиентов в исходной и клонированной рассылках, чтобы избежать отправки двух рассылок одному клиенту. Для этого в клонированной рассылке можно воспользоваться настройкой","(56.66400146484375, 267.1899719238281, 63.50400161743164, 281.1099853515625)",,"['1. При клонировании важно не забыть перевести в состояние «Отключена» исходную рассылку, чтобы клиенты не получили обе рассылки.', '2. Необходимо внимательно следить за пересечением клиентов в исходной и клонированной рассылках, чтобы избежать отправки двух рассылок одному клиенту. Для этого в клонированной рассылке можно воспользоваться настройкой']",,,,,,,,,,,
chunk_ch0884,Chunk,ch0884,76.0,76.0,paragraph,12.0,"«Исключить клиентов, добавленных в рассылки».","(500.3500061035156, 342.8199768066406, 570.0098876953125, 356.739990234375)",59,,,,,,,,,,,,
chunk_ch0885,Chunk,ch0885,76.0,76.0,ordered_list_block,12.0,"3. Если рассылка с фиксированной аудиторией начинается по событию, то после клонирования обе рассылки будут начинаться при генерации одного события. Таким образом, для одного клиента могут «сработать» обе рассылки. Чтобы избежать этого, исходную рассылку нужно перевести в пассивный режим или отключить.","(56.66400146484375, 383.6399841308594, 65.90399932861328, 397.55999755859375)",,"['3. Если рассылка с фиксированной аудиторией начинается по событию, то после клонирования обе рассылки будут начинаться при генерации одного события. Таким образом, для одного клиента могут «сработать» обе рассылки. Чтобы избежать этого, исходную рассылку нужно перевести в пассивный режим или отключить.']",,,,,,,,,,,
chunk_ch0886,Chunk,ch0886,76.0,76.0,paragraph,22.08,Настройка SMS-рассылок,"(56.66400146484375, 469.02032470703125, 340.1721496582031, 496.5761413574219)",,,,,,,,,,,,,
chunk_ch0887,Chunk,ch0887,76.0,76.0,paragraph,18.0,Регистрация SMS-провайдера,"(56.66400146484375, 511.8919982910156, 325.8059997558594, 534.3560180664062)",,,,,,,,,,,,,
chunk_ch0888,Chunk,ch0888,76.0,76.0,paragraph,12.0,"Maxbot предоставляет возможность отправки клиенту SMS-рассылок. Отправка SMS осуществляется провайдером, который предоставляет такие услуги. SMS-провайдер — это организация, обеспечивающая отправку и получение коротких сообщений (SMS). Она предоставляет доступ к SMS-шлюзу, при помощи которого Maxbot отправляет SMS- рассылки в центр отправки сообщений мобильного оператора. В текущей версии поддерживается следующие провайдеры:","(56.66400146484375, 545.9299926757812, 569.9300537109375, 559.8499755859375)",,,,,,,,,,,,,
chunk_ch0889,Chunk,ch0889,76.0,76.0,list_block,12.0,• SMSC (,"(56.66400146484375, 656.5255126953125, 62.18353271484375, 671.2266845703125)",,['• SMSC ('],,,,,,,,,,,
chunk_ch0890,Chunk,ch0890,76.0,76.0,paragraph,12.0,https://smsc.ru/,"(113.33000183105469, 657.5499877929688, 204.77001953125, 671.469970703125)",https://smsc.ru/,,,,,,,,,,,,
chunk_ch0891,Chunk,ch0891,76.0,76.0,paragraph,12.0,);,"(205.02999877929688, 657.5499877929688, 213.7899932861328, 671.469970703125)",https://smsc.ru/,,,,,,,,,,,,
chunk_ch0892,Chunk,ch0892,76.0,76.0,list_block,12.0,• МТС (,"(56.66400146484375, 681.0355224609375, 62.18353271484375, 695.7366943359375)",,['• МТС ('],,,,,,,,,,,
chunk_ch0893,Chunk,ch0893,76.0,76.0,paragraph,12.0,https://mts.ru,"(105.88999938964844, 682.0599975585938, 183.52999877929688, 695.97998046875)",https://mts.ru/,,,,,,,,,,,,
chunk_ch0894,Chunk,ch0894,76.0,76.0,paragraph,12.0,);,"(183.6699981689453, 682.0599975585938, 192.6699981689453, 695.97998046875)",https://mts.ru/,,,,,,,,,,,,
chunk_ch0895,Chunk,ch0895,76.0,76.0,list_block,12.0,• СМС услуги (,"(56.66400146484375, 705.5155029296875, 62.18353271484375, 720.2166748046875)",,['• СМС услуги ('],,,,,,,,,,,
chunk_ch0896,Chunk,ch0896,76.0,76.0,paragraph,12.0,https://sms-uslugi.ru/,"(148.61000061035156, 706.5399780273438, 270.8919677734375, 720.4599609375)",https://sms-uslugi.ru/,,,,,,,,,,,,
